0x00399db67d55ec5eaf9f2ae89e6de35a7d40471e,0.04
0x0048d6225d1f3ea4385627efdc5b4709cab4a21c,0
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,0
0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b,0
0x009d06cc6b11fa75412c3cda6da63813bbbdafaf,0.011384474411631743
0x00bd1fb6921f5dcb3fa87cdb65fc844b3d11b5dd,0
0x00d61314b225134832abdf59b8634f301c532f99,0
0x0154d25120ed20a516fe43991702e7463c5a6f6e,0
0x0198b91cace1f6ca50efeb76a219cfbad4b0defd,0
0x01c50b9e98ee4ec7e141fa23af8c8ceb1b0e12ea,0
0x01c623b3d66b8d28d2b6d1fc41e3c2835f1acd86,0
0x01e086773e4f00f25c04e6f0b8607274ba27bd94,0.01
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,0
0x0241d439e3f33599677f416f42a4727fd259726f,0.01
0x026d046b4de1b927e6366cf0659165095fd90a96,0
0x028ced475400006c4033d84ee6eb7dc9182d8855,0
0x02fa5c3f18dcb369074ae532206366c701865fb0,0
0x0312950d6938c5c6183b130f17caacaadb86097c,0
0x045b3a3f885915b82beaf4f57fcccf7980ce724e,0
0x0489076a0d17394835af93cd62acff703b6814a9,0
0x04ada96a5c5a1fdf7e315f14aeb2ce9eb61efb5e,0.000000394235507956
0x05b5a4a8664025a72b1454c87776e0e03bdd8dfe,0.000000000000001
0x05e793ce0c6027323ac150f6d45c2344d28b6019,0
0x064bbdd6c5274080f760616d2df31f3d32626fc9,0
0x06d57af6792edf066046aaf958d92ae5558e0e56,0
0x06f27077a1bec2387c89d82427b4dccfa1629d65,0
0x06f8f66648cac8bd39e9cce036094ef4dd1b504b,0
0x078d3293662d34341bb39daa7fdbe7a3170f6b81,0
0x07e06ee836cf67bece47f332e7f5060acc678bcd,0
0x07f54dec697833cbcf60ecd0c592f04eb4c8aa1c,0
0x0816755f393998bffca83f4d33ce7220c45e2dea,0.01
0x08444dd50ec6a9022a3ca202abb3e286922c7aa1,0
0x08e417a21e35d166cf02aa215789164fcabf71b9,0
0x08fb8805166bb9f009ec4c4ec837bcc6a084424c,0
0x09bf09fc7cf6ded1ff1c4e40380d5c8766de62b3,0
0x09d390e78faa3eca8c6e3c0bb3c6cbcaf679a44c,0
0x0ae72609b7b6269bb1a289761120d490150b04a3,0
0x0b266c7b90a3f98160d71e75088a082bacc65be9,0
0x0b4ae5e86cc276934388b148a30b92f62d8e79ee,0.01
0x0bd438198559d6d90cf1cf1e5d6c015836d03d16,0
0x0bd9f5ff1d2c35bef94d7bed48d4fdeb9c261c97,0
0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,0
0x0c68ee82a690509fb9cdeddc51d41a4ede71cc76,0.01
0x0cac772568b899104677b4fa2b27ec4056548f02,1
