delegateKey,shares,loot,kicked,jailed,tokenTribute,didRagequit,memberAddress,exists,createdAt,isDao,isSafeMinion
"0xf503017d7baf7fbc0fff7492b751025c6a78179b","6","0","false","","0","false","0xf503017d7baf7fbc0fff7492b751025c6a78179b","true","1629845697","",""
"0xdd4c48c0b24039969fc16d1cdf626eab821d3384","5","0","false","","0","false","0xdd4c48c0b24039969fc16d1cdf626eab821d3384","true","1629845697","",""
"0x19c49117a8167296caf5d23ab48e355ec1c8be8b","3","0","false","","0","false","0x19c49117a8167296caf5d23ab48e355ec1c8be8b","true","1629845697","",""
"0x33a5f4b107093cd9cbbbe844f939acb4cab2e260","2","0","false","","0","false","0x33a5f4b107093cd9cbbbe844f939acb4cab2e260","true","1629845697","",""
"0xff5f549ca771e86f3fe5e67d4f528c829add0ad3","1","0","false","","0","false","0xff5f549ca771e86f3fe5e67d4f528c829add0ad3","true","1629845697","",""
"0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680","1","0","false","","0","false","0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680","true","1629845697","",""
"0xfa90ef7c88f6de7c837b52cf4cf94af660515a80","1","0","false","","0","false","0xfa90ef7c88f6de7c837b52cf4cf94af660515a80","true","1629845697","",""
"0xfa3f711fbbe29090a7a2ecf59b7b8553b8fbf674","1","0","false","","0","false","0xfa3f711fbbe29090a7a2ecf59b7b8553b8fbf674","true","1629845697","",""
"0xecd11858a4bcc35a51084ebe672beace01142fca","1","0","false","","0","false","0xecd11858a4bcc35a51084ebe672beace01142fca","true","1629845697","",""
"0xeb38597267b8b6f9cdfcf6466ad9384e95271efc","1","0","false","","0","false","0xeb38597267b8b6f9cdfcf6466ad9384e95271efc","true","1629845697","",""
"0xdcf220450fa8dfaef1246a805142b9aa284d412e","1","0","false","","0","false","0xdcf220450fa8dfaef1246a805142b9aa284d412e","true","1629845697","",""
"0xcd16cbda54af2556ebb6df4fbfd178e63c33fd89","1","0","false","","0","false","0xcd16cbda54af2556ebb6df4fbfd178e63c33fd89","true","1629845697","",""
"0xcc04c8eff1c7049f948c12dd5286a56114228657","1","0","false","","0","false","0xcc04c8eff1c7049f948c12dd5286a56114228657","true","1629845697","",""
"0xc6bc2e1dbd5dd51f37f9e0f471d896405e318d78","1","0","false","","0","false","0xc6bc2e1dbd5dd51f37f9e0f471d896405e318d78","true","1629845697","",""
"0xbd9f96663e07a83ff18915c9074d9dc04d8e64c9","1","0","false","","0","false","0xbd9f96663e07a83ff18915c9074d9dc04d8e64c9","true","1629845697","",""
"0xbcede714283f348ebb3e5cbaf8a947cab3c8be8d","1","0","false","","0","false","0xbcede714283f348ebb3e5cbaf8a947cab3c8be8d","true","1629845697","",""
"0xbaf2d86e1224b5fc9121495fe2b55a273d6f2bae","1","0","false","","0","false","0xbaf2d86e1224b5fc9121495fe2b55a273d6f2bae","true","1629845697","",""
"0xa873baa34ea1868194e5937e3aefd20dd2e549ea","1","0","false","","468970000000000000","false","0xa873baa34ea1868194e5937e3aefd20dd2e549ea","true","1652971987","",""
"0xa489faf6e337d997b8a23e2b6f3a8880b1b61e19","1","0","false","","0","false","0xa489faf6e337d997b8a23e2b6f3a8880b1b61e19","true","1629845697","",""
"0x9ac9c636404c8d46d9eb966d7179983ba5a3941a","1","0","false","","0","false","0x9ac9c636404c8d46d9eb966d7179983ba5a3941a","true","1629845697","",""
"0x91dbd5e72b1331447a40932bf16d140cf4638324","1","0","false","","0","false","0x91dbd5e72b1331447a40932bf16d140cf4638324","true","1629845697","",""
"0x8b00191a7a3349ceffe90d2414fe0833fde0368e","1","0","false","","0","false","0x8b00191a7a3349ceffe90d2414fe0833fde0368e","true","1629845697","",""
"0x87690be28b65f13394741c2c2be5a6bdb0505039","1","0","false","","498700000000000000","false","0x87690be28b65f13394741c2c2be5a6bdb0505039","true","1656341205","",""
"0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1","0","false","","0","false","0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","true","1629845697","",""
"0x865595dbb0099ea9caedbdc35ad2498fd91caca5","1","0","false","","0","false","0x865595dbb0099ea9caedbdc35ad2498fd91caca5","true","1629845697","",""
"0x7b3e509c78faee4c589d3d07ea0c8929aa2835e3","1","0","false","","0","false","0x7b3e509c78faee4c589d3d07ea0c8929aa2835e3","true","1629845697","",""
"0x7a09a4b3da2d3957929972ec739178a1834d85d5","1","0","false","","0","false","0x7a09a4b3da2d3957929972ec739178a1834d85d5","true","1629845697","",""
"0x75a10a9d761d77642466fde9abd10e29b2e310ee","1","0","false","","0","false","0x75a10a9d761d77642466fde9abd10e29b2e310ee","true","1629845697","",""
"0x68085e7f88e90fa9247489c83fab30b177ebccb3","1","0","false","","0","false","0x68085e7f88e90fa9247489c83fab30b177ebccb3","true","1629845697","",""
"0x66b1de0f14a0ce971f7f248415063d44caf19398","1","0","false","","469200000000000000","false","0x66b1de0f14a0ce971f7f248415063d44caf19398","true","1648677006","",""
"0x5c04e7808455ee0e22c2773328c151d0dd79dc62","1","0","false","","0","false","0x5c04e7808455ee0e22c2773328c151d0dd79dc62","true","1629845697","",""
"0x5bb3e1774923b75ecb804e2559149bbd2a39a414","1","0","false","","0","false","0x5bb3e1774923b75ecb804e2559149bbd2a39a414","true","1629845697","",""
"0x5b93ff82faaf241c15997ea3975419dddd8362c5","1","0","false","","0","false","0x5b93ff82faaf241c15997ea3975419dddd8362c5","true","1629845697","",""
"0x5a9e792143bf2708b4765c144451dca54f559a19","1","0","false","","0","false","0x5a9e792143bf2708b4765c144451dca54f559a19","true","1629845697","",""
"0x54bfb3a5e2e5999b9e2fd63def9750ca667adc5b","1","0","false","","0","false","0x54bfb3a5e2e5999b9e2fd63def9750ca667adc5b","true","1629845697","",""
"0x512e07a093aaa20ba288392eadf03838c7a4e522","1","0","false","","0","false","0x512e07a093aaa20ba288392eadf03838c7a4e522","true","1629845697","",""
"0x4d3caed8a1cf048c18280a8320608fc7d59c3ee3","1","0","false","","0","false","0x4d3caed8a1cf048c18280a8320608fc7d59c3ee3","true","1629845697","",""
"0x4cdc4f412355f296c2cf261210cc9274404e442b","1","0","false","","0","false","0x4cdc4f412355f296c2cf261210cc9274404e442b","true","1629845697","",""
"0x3ec2cd742b0538c7eb68e4d9c943fc68519ca4d5","1","0","false","","0","false","0x3ec2cd742b0538c7eb68e4d9c943fc68519ca4d5","true","1629845697","",""
"0x29983374cbb8253a114df5f38ec3f171f95bb8c7","1","0","false","","0","false","0x29983374cbb8253a114df5f38ec3f171f95bb8c7","true","1629845697","",""
"0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","1","0","false","","0","true","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","true","1629845697","",""
"0x2525f1a08a2d5f037dda969f2fa1b56e4b4b47f3","1","0","false","","0","false","0x2525f1a08a2d5f037dda969f2fa1b56e4b4b47f3","true","1629845697","",""
"0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","1","0","false","","498700000000000000","false","0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619","true","1634856076","",""
"0x1fd1d8b92e17f64513a6da3b44ad3f00218454a9","1","0","false","","0","false","0x1fd1d8b92e17f64513a6da3b44ad3f00218454a9","true","1629845697","",""
"0x0b916095200313900104bacfc288462682c38700","1","0","false","","0","false","0x0b916095200313900104bacfc288462682c38700","true","1629845697","",""
"0x02cb3c150bedca124d0ae8cccb72fefbe705c953","1","0","false","","0","false","0x02cb3c150bedca124d0ae8cccb72fefbe705c953","true","1629845697","",""
