0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,1,0,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9981240,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,2,1,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998255,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,3,2,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998259,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,4,3,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998261,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,5,4,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998263,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,6,5,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998265,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,8,7,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998267,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,9,8,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998270,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,10,9,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998275,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,11,10,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998279,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,12,11,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998284,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,13,12,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998286,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,14,13,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998289,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,15,14,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998291,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,19,15,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998294,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,21,16,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998297,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,25,17,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998299,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,22,18,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998303,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,23,19,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998305,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,27,20,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998311,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,0,21,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998314,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,24,22,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9998319,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,20,23,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,9999941,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,29,24,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10000667,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,34,25,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10026307,1,
0x108a1448970b6A4BB3f427cd42040634bffae725,0x108a1448970b6A4BB3f427cd42040634bffae725,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10143810,1,
0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10144536,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,40,27,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10147968,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,43,28,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10147969,1,
0x4Cb2ccbF80ddF2C12f8199b75c849CfA658BA9B5,0x4Cb2ccbF80ddF2C12f8199b75c849CfA658BA9B5,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10148408,1,
0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10148417,1,
0x62E2F894964197A2458D8E8276e43450E9f5b885,0x62E2F894964197A2458D8E8276e43450E9f5b885,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10148427,1,
0x407D1349A1179472c29DC58431ce9BFCa3F5feCD,0x407D1349A1179472c29DC58431ce9BFCa3F5feCD,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10148443,1,
0x85C7199b5A36e87956cCA466233de6710E849d6D,0x85C7199b5A36e87956cCA466233de6710E849d6D,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10148614,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,44,29,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10154242,1,
0xBF84A11fcDcCB9C6aDe93E9E65F30c8231e3E3f8,0xBF84A11fcDcCB9C6aDe93E9E65F30c8231e3E3f8,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10155480,1,
0xBf7dB386bA18184b91D2B98E13F25dDEbc096f1C,0xBf7dB386bA18184b91D2B98E13F25dDEbc096f1C,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10155856,1,
0x149592Af062FF58Bc35B6fDd98831dCf2b939932,0x149592Af062FF58Bc35B6fDd98831dCf2b939932,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10157311,1,
0x193BD90B68eB1df24d9C52D78960717B5e2ec9Bb,0x193BD90B68eB1df24d9C52D78960717B5e2ec9Bb,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10158786,1,
0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10159724,1,
0x830ee29452f01Ae4302Bdde2Ec6411604634E006,0x830ee29452f01Ae4302Bdde2Ec6411604634E006,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10160259,1,
0x108a1448970b6A4BB3f427cd42040634bffae725,0x108a1448970b6A4BB3f427cd42040634bffae725,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10175645,1,
0x85C7199b5A36e87956cCA466233de6710E849d6D,0x85C7199b5A36e87956cCA466233de6710E849d6D,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10176475,1,
0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10181061,1,
0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10181101,2,
0x407D1349A1179472c29DC58431ce9BFCa3F5feCD,0x407D1349A1179472c29DC58431ce9BFCa3F5feCD,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10181102,1,
0x9b17d8020Abd4077E0be12E5fAa6e936AC53008D,0x9b17d8020Abd4077E0be12E5fAa6e936AC53008D,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10181719,2,
0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10181884,1,
0x149592Af062FF58Bc35B6fDd98831dCf2b939932,0x149592Af062FF58Bc35B6fDd98831dCf2b939932,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10183042,2,
0xF8A685702347377e396486967399f33c6c0C0A29,0xF8A685702347377e396486967399f33c6c0C0A29,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10183541,1,
0x4F567A2f63466973592AC94EA09CE59d02B00f24,0x4F567A2f63466973592AC94EA09CE59d02B00f24,39,26,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10187738,1,
0x830ee29452f01Ae4302Bdde2Ec6411604634E006,0x830ee29452f01Ae4302Bdde2Ec6411604634E006,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10188705,2,
0xF8A685702347377e396486967399f33c6c0C0A29,0xF8A685702347377e396486967399f33c6c0C0A29,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10190199,2,
0x725e7Ee0FDDEbfD1C2Ee57096F7E9F841CDD44f9,0x725e7Ee0FDDEbfD1C2Ee57096F7E9F841CDD44f9,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10193552,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,45,30,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10201222,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10201425,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,47,32,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10211184,1,
0xBF84A11fcDcCB9C6aDe93E9E65F30c8231e3E3f8,0xBF84A11fcDcCB9C6aDe93E9E65F30c8231e3E3f8,46,31,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10218743,2,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,50,33,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10314319,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,51,34,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10314320,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,53,35,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10334615,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,54,36,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10341431,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,56,37,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10361648,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,57,38,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10367056,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,58,39,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10374353,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,61,40,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10398984,1,
0x108a1448970b6A4BB3f427cd42040634bffae725,0x108a1448970b6A4BB3f427cd42040634bffae725,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10407561,1,
0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,0x0db737fAac55C104E2CCA99e982CE8658CaBbCc8,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10413608,1,
0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,0xE1A3435B683d863bCB6c8aA093De08ED0557eE99,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10414626,1,
0x149592Af062FF58Bc35B6fDd98831dCf2b939932,0x149592Af062FF58Bc35B6fDd98831dCf2b939932,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10415368,2,
0x7fF9d98cF5f4456e31F1126E994f1fE09684c260,0x7fF9d98cF5f4456e31F1126E994f1fE09684c260,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10418810,1,
0xF8A685702347377e396486967399f33c6c0C0A29,0xF8A685702347377e396486967399f33c6c0C0A29,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10419332,1,
0x7A9a568BA107AE35C31E7fDA6b99CedddE1e625B,0x7A9a568BA107AE35C31E7fDA6b99CedddE1e625B,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10419431,1,
0x3c44CCFAe554EB4A15041217203c61Bf068d6c33,0x3c44CCFAe554EB4A15041217203c61Bf068d6c33,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10419493,1,
0x85C7199b5A36e87956cCA466233de6710E849d6D,0x85C7199b5A36e87956cCA466233de6710E849d6D,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10420703,1,
0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,0x6d9ABa400a2a487a5Fb76c6d56518835553CD284,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10427903,2,
0x2afB58A22E7D3c241ab7b9A1f68B9e8E74ec9D68,0x2afB58A22E7D3c241ab7b9A1f68B9e8E74ec9D68,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10428547,1,
0xD24FF5e32DE12be154B1C2eE7B731CBC45540E50,0xD24FF5e32DE12be154B1C2eE7B731CBC45540E50,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10430955,1,
0xbe255852C4301d6392Fb1D65003B7A0E0Ef6e6b0,0xbe255852C4301d6392Fb1D65003B7A0E0Ef6e6b0,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10431054,1,
0x725e7Ee0FDDEbfD1C2Ee57096F7E9F841CDD44f9,0x725e7Ee0FDDEbfD1C2Ee57096F7E9F841CDD44f9,33,42,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10432668,1,
0xDe6ab16a4015c680daab58021815D09ddB57db8E,0xDe6ab16a4015c680daab58021815D09ddB57db8E,66,43,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10436657,1,
0x830ee29452f01Ae4302Bdde2Ec6411604634E006,0x830ee29452f01Ae4302Bdde2Ec6411604634E006,60,41,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10438853,1,
0x5bCfBBe06d2DE987d185AC1C0A17f98DB028eE45,0x5bCfBBe06d2DE987d185AC1C0A17f98DB028eE45,33,42,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10440255,1,
0x5bCfBBe06d2DE987d185AC1C0A17f98DB028eE45,0x5bCfBBe06d2DE987d185AC1C0A17f98DB028eE45,67,44,0x8F56682a50BECB1df2Fb8136954f2062871bc7fc,10440267,1,
