0x926a122ba2e0574fa4d6edea6daf0b7e316c8f7658e003b417402b75591d70e3,0x957d35d13687582773fc0cf11211de159ca649f2,0x7a927a93f221976aae26d5d077477307170f0b7c,126,1561724070,true
0x89f3fc2c36da581b243b344babedf58d98b5fc1e262b4c62d63758f024c9139e,0xa3f3fa8139a474067ed3f755f319a5cb8c5bcd1f,0x7a927a93f221976aae26d5d077477307170f0b7c,245,1561724070,true
0xcad07bb7e1e237e0b6b541e4e9a8a0b0ed40b372c576dc0098eca491b0ae8f7e,0xf2a997f56373bc99fa6829098c78f10088255e77,0x7a927a93f221976aae26d5d077477307170f0b7c,4100,1561724070,true
0xbf191ad0eeeb14cb09d81972ac711b294dd28e12c7923650f3ac1a5a3d7a9240,0xeaa9f91064e7b9ae4f3b8e4961eab9556f24c8ad,0x7a927a93f221976aae26d5d077477307170f0b7c,21837,1561724070,true
0x20ee07521cb6e2e05de9c8dbe50dfbe57326dc0debae108a1f65d6299ea241d5,0x916ef7316423b84c3fec35d8914af1e0a17c56b8,0x7a927a93f221976aae26d5d077477307170f0b7c,20559,1561724070,true
0x5fb731d2c9866f0952417a20ce410b00cf5fde297ffe9c13c0da81a8f20134b0,0xc703839c822844b2b1e0cdcb7d5cb738068651b9,0x7a927a93f221976aae26d5d077477307170f0b7c,1405,1561724070,true
0xa58bc49fea0ac5a793c598a92cd2326d4379a20b0d5aa6b2f2ad533090285707,0xd65478656497b3388c2c930de3bc48ac0688039d,0x7a927a93f221976aae26d5d077477307170f0b7c,117,1561724070,true
0x6398286c2f30a425d025cdef8085c75494d81d8c82bc281c7d5724747c8120f8,0x905185374ac57203dd7a5ceeb6c0ca8e17fb86b1,0x7a927a93f221976aae26d5d077477307170f0b7c,245,1561724070,true
0xdae140eb79f83073ca979258e07c3430f6583f8e431d7dceec08d9e168f07a0e,0xe858a4bf603995a9156edbd25ff06269d997839e,0x7a927a93f221976aae26d5d077477307170f0b7c,26727,1561724070,true
0x54ab5f06812279b09f1f26f48cac0a9ca44b6ab2b7c4b16cd0ecae1633977c8a,0x156078faa26636f42965bd42072550ffbeb9a48b,0x7a927a93f221976aae26d5d077477307170f0b7c,1076,1561724070,true
0x2a1ff6df91f0c5fc834c3a0f4b2d73e6238cdb9e1101fd853bc3092b6e3052c0,0xd9c1b92f94e2c39032ee7db7f1f7603d51ae7b4b,0x7a927a93f221976aae26d5d077477307170f0b7c,8871,1561724070,false
0x09720afe81e2e5d5f44eef2b5d3cf7de1795cdbd52be8fa0c330cf159e29da4a,0x4c6e230774b2bb74c2889a6679db1ed19d73aa26,0x7a927a93f221976aae26d5d077477307170f0b7c,4463,1561724070,true
0x53ae17c98dfbbad067bcbcc521bc01fef9a9248a1db02c193ee926850c6ac5c7,0x385352b1a151c5cd36c8ef61b4504db8a8dcfdcc,0x7a927a93f221976aae26d5d077477307170f0b7c,1274,1561724070,true
0x1456d71bb7a14ed971283da99eb24fcb349f35a405f1687fa5278d76c171a4a1,0x7933b94746df9a0791402c1da59c371c1691f145,0x7a927a93f221976aae26d5d077477307170f0b7c,56513,1561724070,true
0x3d3b3fd78fbe25636896ff5d2b0cbd4109c952a071b67622e2f705bc181959d7,0xa41286ed588185ab56199deb1b40f6751041e924,0x7a927a93f221976aae26d5d077477307170f0b7c,40478,1561724070,true
0x3d90209e93cd39340d9276eed40a4fb4a397deb295233709f6729f479d883067,0x838ed92f3625717e8c320aa7166a28c45838c9c3,0x7a927a93f221976aae26d5d077477307170f0b7c,60137,1561724070,true
0xfa4eefb519954e850d90798801be58e407ba6fcb13c8afa083bcb08640529fce,0xe1debe9793e35656fc93b35b7fbb9f2ecfb74d75,0x7a927a93f221976aae26d5d077477307170f0b7c,264,1561724070,true
0xd0e1aed371d9ccb69f9e52bddc330492c3e64c04b7e4ca52f34e25f75bee1c1a,0xd13c86b5d8371456875305505a99ddee3686a2aa,0x7a927a93f221976aae26d5d077477307170f0b7c,1329,1561724070,true
0xee0f0d33e7ae8e227849064a22596e2d76006cbb52fdbb677e294bb98170a9c0,0x583acc79585d3cb195ea8125f6f80ad459b46313,0x7a927a93f221976aae26d5d077477307170f0b7c,79102,1561724070,true
0x24c7d1e065a2d8c8ae5e25b40fb2f9dff56657ad93b15a170d8d875ee672eb6f,0x36000d7592b3bce1a5d7e24d99ad73e38e49cce9,0x7a927a93f221976aae26d5d077477307170f0b7c,28654,1561724070,true
0xe6b6fc40bffe95c1e39181731b1f16d3c360ad86d0ebe350e0d0fdfc66c9b055,0x5ce7d4c2772915a649333edb5a02bdbd8109d570,0x7a927a93f221976aae26d5d077477307170f0b7c,1386,1561724070,false
0xab3c7df23667b26574fbb5157d77a4d90ea469991ee60f137bfae9d0dd91b26c,0x424a46612794dbb8000194937834250dc723ffa5,0x7a927a93f221976aae26d5d077477307170f0b7c,4,1561724478,false
0x733ac9416d13204e845d1cca4f8daff908459658be4f7e83ac6ae2aafc53833b,0x11deec5102ccbefe460a0b328f145ce65920a0a2,0x7a927a93f221976aae26d5d077477307170f0b7c,1,1561724478,false
0x65da1e8f7bf40f1f84db4fd7ec73753105d570745139c0a0ad386cf541edf27f,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,0x7a927a93f221976aae26d5d077477307170f0b7c,2,1561724478,false
0x5e558ce12cf1abed170e8a2974a640a1537693d5553aaa5ce31935a24822962f,0x6d1a4be65723355a9f5b12c446780a5000849461,0x7a927a93f221976aae26d5d077477307170f0b7c,28,1561724478,false
0x2944166370de147d53e75c11081588ec9f3b995051907e08b812fceb9c7d4244,0x055abecbc7bb298721fd0a52510d5ef04d4e0411,0x7a927a93f221976aae26d5d077477307170f0b7c,11617,1561724478,true
0x8e77f6712fd20036a2c7516fa44d2e2cff97d1baf16f41ed801e1f5171be3992,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,0x7a927a93f221976aae26d5d077477307170f0b7c,9846,1561724478,false
0x2bbdf57b9ecaee64219ad3a0651e428c18f5b4548f00d815a78baec31f071963,0x730fd267ef60b27615324b94bf0bc7ed15d52718,0x7a927a93f221976aae26d5d077477307170f0b7c,131277,1561724478,true
0x36e37d15a4e7ec80323689fb56c7bbfc1108d9af97d37ffb04aeea9609f41fc5,0x009ec7d76febecabd5c73cb13f6d0fb83e45d450,0x7a927a93f221976aae26d5d077477307170f0b7c,40,1561724478,false
0xc68aff79c6cf5d83558665c9282a3be386c7cb58943ae38ea40b796475b176fe,0xa343618637bcecb12a723c9007360c305b0507c2,0x7a927a93f221976aae26d5d077477307170f0b7c,68,1561724478,false
0x035496177046dbefbc611b16290da9ccc756da62128e3295f9599cd74535ffe2,0xb2e02d4a5b14d1c75629454a59d1eed847fe8c46,0x7a927a93f221976aae26d5d077477307170f0b7c,54,1561724478,true
0xb2a84469c40e60c5ec6783cd3fecc33c03b8b426bc7c32a71a84b1a46b512f28,0x05e3fddf871bcba3f0651fb01fd0d621ad087be2,0x7a927a93f221976aae26d5d077477307170f0b7c,13265,1561724478,false
0x1d1802c9ef698287b4614ba6a2ab7400b3932ecc35ee35b1d04f2eec38f9fd5f,0xa824dc3ae402dfd6a5de71c6fc30ff9e00411209,0x7a927a93f221976aae26d5d077477307170f0b7c,0,1561724478,false
0xd1d15b1766cd21de55cf948e0c78be3a9ce3fa6e23d8b9b213ea333817777f3b,0x3efd3391a0601eaa093647f911c653d77c11e3fd,0x7a927a93f221976aae26d5d077477307170f0b7c,179,1561724478,false
0x4e3af753f9cede89744ba7b02e39dae9b731fbe22a133298ec835c65c7eb9b48,0x6dd5f1bf1ffa6a3173e333c1588f4cdde8c6799e,0x7a927a93f221976aae26d5d077477307170f0b7c,451,1561724478,false
0xe15b902385ed739f09d8c643f7c7e16b444784d898ead6b651e0dce348c90ee2,0xaaa62dfeb5f428c4c7b03743ebc7ac1e7bc4bc8e,0x7a927a93f221976aae26d5d077477307170f0b7c,397,1561724478,false
0x30aab7db224742736212e9f9b9293cf913a0d9b0d26d4738d0865867094c5cdb,0x88f1706c20d94a4d1551c5f799c9e3380a24c3ac,0x7a927a93f221976aae26d5d077477307170f0b7c,197,1561724478,false
0x3005cd722ce3ea77fda58d56b4a8b86b1e5bac5be30fc9dbd73be5a576ae1fed,0x6950b57f8851a3fdfe7576c3b9633d516751c5c5,0x7a927a93f221976aae26d5d077477307170f0b7c,172,1561724478,false
