0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x048acecf7d4eb900a8600bd5caa6bf1a577cacf0,0x048acecf7d4eb900a8600bd5caa6bf1a577cacf0,0,1602009236,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x06601571aa9d3e8f5f7cdd5b993192618964bab5,0x06601571aa9d3e8f5f7cdd5b993192618964bab5,4000,1584524154,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x0a09cd09b0107bb98a83f211704f036eca94b92e,0x0a09cd09b0107bb98a83f211704f036eca94b92e,0,1595981957,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x0aba55c93cf7292f71067b0ba0d8b464592895ca,0x0aba55c93cf7292f71067b0ba0d8b464592895ca,0,1587695459,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,250,1593551488,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x11df180d9bdbe90fa51898b3d59959549d589426,0x11df180d9bdbe90fa51898b3d59959549d589426,0,1596930099,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x158acc01eb469039612ffb6a8f3112f490419cd9,0x158acc01eb469039612ffb6a8f3112f490419cd9,0,1625164954,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x18279b53e9039866f0c5272ddd68b68a5f0e3359,0x18279b53e9039866f0c5272ddd68b68a5f0e3359,0,1613654724,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x18b1fea6e5c46d14e736d5d6dce12536c0788f7a,0x18b1fea6e5c46d14e736d5d6dce12536c0788f7a,385,1603275341,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x1bef65e44adc3fb394cecca4750a1666310e6e2e,0x1bef65e44adc3fb394cecca4750a1666310e6e2e,89,1600820966,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x1dbef87da31986391e9d16ab9f1793ab0c9a6276,0x1dbef87da31986391e9d16ab9f1793ab0c9a6276,3860,1587688188,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x24ffa28f130dc7798b03d0209322c574d731e9cf,0x24ffa28f130dc7798b03d0209322c574d731e9cf,0,1656535359,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x27c72e4bd23c910218d8f06c4a1742e06657c874,0x27c72e4bd23c910218d8f06c4a1742e06657c874,950,1600753234,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x28d804bf2212e220bc2b7b6252993db8286df07f,0x28d804bf2212e220bc2b7b6252993db8286df07f,2656,1592868337,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x294efa57cb8c5b0299980d8f1ee5f373bd44a66d,0x294efa57cb8c5b0299980d8f1ee5f373bd44a66d,0,1591680865,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x2a82b65f1a6664967a44cc693dbf006d4dccc063,0x2a82b65f1a6664967a44cc693dbf006d4dccc063,0,1595967808,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x2e29ed9717dc1bbb6408c3f59072c6658b45d462,0x2e29ed9717dc1bbb6408c3f59072c6658b45d462,177,1600208484,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x2e7b24d763115ef5103731b3a39f45a28a5db559,0x2e7b24d763115ef5103731b3a39f45a28a5db559,0,1597449061,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x32af096d6d479e3d022caaf3603a7306706d10a8,0x32af096d6d479e3d022caaf3603a7306706d10a8,0,1614869815,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x370ceca4fc1287ed99924bba76259f6c771a6022,0x370ceca4fc1287ed99924bba76259f6c771a6022,500,1588455532,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x37e33d90f8a60e484e9cd12699497a3288d41834,0x37e33d90f8a60e484e9cd12699497a3288d41834,0,1620221640,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x3c5829bfe6137a28455b575d0ed56e7b4707b56b,0x3c5829bfe6137a28455b575d0ed56e7b4707b56b,3687,1599260465,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x3c9f71ae57fea4a2e38c9d413705ed1fdcd9e3da,0x3c9f71ae57fea4a2e38c9d413705ed1fdcd9e3da,1922,1584540784,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x3caa37c9c1c7cbc2259bc4cb28d180afd87a736b,0x3caa37c9c1c7cbc2259bc4cb28d180afd87a736b,0,1605601795,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x3d0dd10fc11d3738eb6167b85c33062807feb090,0x3d0dd10fc11d3738eb6167b85c33062807feb090,53,1653498076,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162-member-0x3f86f18322a888d9b3adef38f127c941bccc014d,0x3f86f18322a888d9b3adef38f127c941bccc014d,200,1587711426,0
